Training History
Val_SSIM: 0.956219

Epoch 692:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3343
Val_SSIM: 0.955392

Epoch 693:
G_Loss: 0.013129
D_Loss: 2.000000
Val_PSNR: 36.3074
Val_SSIM: 0.956573

Epoch 694:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3365
Val_SSIM: 0.957697

Epoch 695:
G_Loss: 0.013130
D_Loss: 2.000000
Val_PSNR: 36.3089
Val_SSIM: 0.955700

Epoch 696:
G_Loss: 0.013131
D_Loss: 2.000000
Val_PSNR: 36.3769
Val_SSIM: 0.955575

Epoch 697:
G_Loss: 0.013130
D_Loss: 2.000000
Val_PSNR: 36.3968
Val_SSIM: 0.954082

Epoch 698:
G_Loss: 0.013129
D_Loss: 2.000000
Val_PSNR: 36.3423
Val_SSIM: 0.956194

Epoch 699:
G_Loss: 0.013127
D_Loss: 2.000000
Val_PSNR: 36.3508
Val_SSIM: 0.956625

Epoch 700:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3700
Val_SSIM: 0.955420

Epoch 701:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3418
Val_SSIM: 0.957879

Epoch 702:
G_Loss: 0.013127
D_Loss: 2.000000
Val_PSNR: 36.3484
Val_SSIM: 0.957150

Epoch 703:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3315
Val_SSIM: 0.956494

Epoch 704:
G_Loss: 0.013127
D_Loss: 2.000000
Val_PSNR: 36.2301
Val_SSIM: 0.955321

Epoch 705:
G_Loss: 0.013130
D_Loss: 2.000000
Val_PSNR: 36.2890
Val_SSIM: 0.955848

Epoch 706:
G_Loss: 0.013130
D_Loss: 2.000000
Val_PSNR: 36.3423
Val_SSIM: 0.957095

Epoch 707:
G_Loss: 0.013126
D_Loss: 2.000000
Val_PSNR: 36.3768
Val_SSIM: 0.955113

Epoch 708:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3669
Val_SSIM: 0.955885

Epoch 709:
G_Loss: 0.013127
D_Loss: 2.000000
Val_PSNR: 36.3520
Val_SSIM: 0.955345

Epoch 710:
G_Loss: 0.013126
D_Loss: 2.000000
Val_PSNR: 36.3666
Val_SSIM: 0.957541

Epoch 711:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3674
Val_SSIM: 0.955756

Epoch 712:
G_Loss: 0.013126
D_Loss: 2.000000
Val_PSNR: 36.3627
Val_SSIM: 0.955647

Epoch 713:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3198
Val_SSIM: 0.956667

Epoch 714:
G_Loss: 0.013126
D_Loss: 2.000000
Val_PSNR: 36.3559
Val_SSIM: 0.955750

Epoch 715:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3165
Val_SSIM: 0.956675

Epoch 716:
G_Loss: 0.013128
D_Loss: 2.000000
Val_PSNR: 36.3054
Val_SSIM: 0.957510

Epoch 717:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3649
Val_SSIM: 0.955075

Epoch 718:
G_Loss: 0.013125
D_Loss: 2.000000
Val_PSNR: 36.3802
Val_SSIM: 0.957223

Epoch 719:
G_Loss: 0.013126
D_Loss: 2.000000
Val_PSNR: 36.3705
Val_SSIM: 0.957247

Epoch 720:
G_Loss: 0.013127
D_Loss: 2.000000
Val_PSNR: 36.3900
Val_SSIM: 0.953756

Epoch 721:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3909
Val_SSIM: 0.955786

Epoch 722:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3535
Val_SSIM: 0.955241

Epoch 723:
G_Loss: 0.013122
D_Loss: 2.000000
Val_PSNR: 36.3902
Val_SSIM: 0.955191

Epoch 724:
G_Loss: 0.013123
D_Loss: 2.000000
Val_PSNR: 36.3852
Val_SSIM: 0.955463

Epoch 725:
G_Loss: 0.013126
D_Loss: 2.000000
Val_PSNR: 36.3697
Val_SSIM: 0.957278

Epoch 726:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3682
Val_SSIM: 0.956539

Epoch 727:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3617
Val_SSIM: 0.955231

Epoch 728:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3369
Val_SSIM: 0.956863

Epoch 729:
G_Loss: 0.013126
D_Loss: 2.000000
Val_PSNR: 36.2976
Val_SSIM: 0.957513

Epoch 730:
G_Loss: 0.013126
D_Loss: 2.000000
Val_PSNR: 36.3483
Val_SSIM: 0.957550

Epoch 731:
G_Loss: 0.013127
D_Loss: 2.000000
Val_PSNR: 36.3415
Val_SSIM: 0.955882

Epoch 732:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3729
Val_SSIM: 0.954846

Epoch 733:
G_Loss: 0.013123
D_Loss: 2.000000
Val_PSNR: 36.3730
Val_SSIM: 0.955730

Epoch 734:
G_Loss: 0.013123
D_Loss: 2.000000
Val_PSNR: 36.3864
Val_SSIM: 0.954832

Epoch 735:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3293
Val_SSIM: 0.956975

Epoch 736:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3341
Val_SSIM: 0.956497

Epoch 737:
G_Loss: 0.013122
D_Loss: 2.000000
Val_PSNR: 36.3608
Val_SSIM: 0.954639

Epoch 738:
G_Loss: 0.013123
D_Loss: 2.000000
Val_PSNR: 36.3395
Val_SSIM: 0.957360

Epoch 739:
G_Loss: 0.013120
D_Loss: 2.000000
Val_PSNR: 36.3482
Val_SSIM: 0.952108

Epoch 740:
G_Loss: 0.013121
D_Loss: 2.000000
Val_PSNR: 36.3714
Val_SSIM: 0.955891

Epoch 741:
G_Loss: 0.013126
D_Loss: 2.000000
Val_PSNR: 36.2986
Val_SSIM: 0.956629

Epoch 742:
G_Loss: 0.013121
D_Loss: 2.000000
Val_PSNR: 36.3866
Val_SSIM: 0.955364

Epoch 743:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3096
Val_SSIM: 0.955667

Epoch 744:
G_Loss: 0.013122
D_Loss: 2.000000
Val_PSNR: 36.3368
Val_SSIM: 0.956344

Epoch 745:
G_Loss: 0.013120
D_Loss: 2.000000
Val_PSNR: 36.3849
Val_SSIM: 0.955611

Epoch 746:
G_Loss: 0.013123
D_Loss: 2.000000
Val_PSNR: 36.3691
Val_SSIM: 0.955400

Epoch 747:
G_Loss: 0.013120
D_Loss: 2.000000
Val_PSNR: 36.3845
Val_SSIM: 0.956353

Epoch 748:
G_Loss: 0.013120
D_Loss: 2.000000
Val_PSNR: 36.3497
Val_SSIM: 0.956163

Epoch 749:
G_Loss: 0.013123
D_Loss: 2.000000
Val_PSNR: 36.2962
Val_SSIM: 0.955437

Epoch 750:
G_Loss: 0.013118
D_Loss: 2.000000
Val_PSNR: 36.2798
Val_SSIM: 0.957439

Epoch 751:
G_Loss: 0.013124
D_Loss: 2.000000
Val_PSNR: 36.3847
Val_SSIM: 0.955681

Epoch 752:
G_Loss: 0.013121
D_Loss: 2.000000
Val_PSNR: 36.3765
Val_SSIM: 0.955093

Epoch 753:
G_Loss: 0.013121
D_Loss: 2.000000
Val_PSNR: 36.2792
Val_SSIM: 0.957307

Epoch 754:
G_Loss: 0.013121
D_Loss: 2.000000
Val_PSNR: 36.3149
Val_SSIM: 0.957005

Epoch 755:
G_Loss: 0.013121
D_Loss: 2.000000
Val_PSNR: 36.3801
Val_SSIM: 0.955344

Epoch 756:
G_Loss: 0.013121
D_Loss: 2.000000
Val_PSNR: 36.3867
Val_SSIM: 0.954928

Epoch 757:
G_Loss: 0.013122
D_Loss: 2.000000
Val_PSNR: 36.3666
Val_SSIM: 0.956949

Epoch 758:
G_Loss: 0.013121
D_Loss: 2.000000
Val_PSNR: 36.3746
Val_SSIM: 0.955804

Epoch 759:
G_Loss: 0.013121
D_Loss: 2.000000
Val_PSNR: 36.3847
Val_SSIM: 0.954895

Epoch 760:
G_Loss: 0.013120
D_Loss: 2.000000
Val_PSNR: 36.3375
Val_SSIM: 0.958079

Epoch 761:
G_Loss: 0.013122
D_Loss: 2.000000
Val_PSNR: 36.3068
Val_SSIM: 0.955973

Epoch 762:
G_Loss: 0.013122
D_Loss: 2.000000
Val_PSNR: 36.3108
Val_SSIM: 0.957699

Epoch 763:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3507
Val_SSIM: 0.954308

Epoch 764:
G_Loss: 0.013116
D_Loss: 2.000000
Val_PSNR: 36.3445
Val_SSIM: 0.956675

Epoch 765:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3494
Val_SSIM: 0.956700

Epoch 766:
G_Loss: 0.013121
D_Loss: 2.000000
Val_PSNR: 36.1963
Val_SSIM: 0.958542

Epoch 767:
G_Loss: 0.013120
D_Loss: 2.000000
Val_PSNR: 36.3588
Val_SSIM: 0.952641

Epoch 768:
G_Loss: 0.013120
D_Loss: 2.000000
Val_PSNR: 36.3731
Val_SSIM: 0.955349

Epoch 769:
G_Loss: 0.013120
D_Loss: 2.000000
Val_PSNR: 36.3703
Val_SSIM: 0.955928

Epoch 770:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3336
Val_SSIM: 0.956041

Epoch 771:
G_Loss: 0.013123
D_Loss: 2.000000
Val_PSNR: 36.3118
Val_SSIM: 0.953970

Epoch 772:
G_Loss: 0.013118
D_Loss: 2.000000
Val_PSNR: 36.3561
Val_SSIM: 0.954079

Epoch 773:
G_Loss: 0.013117
D_Loss: 2.000000
Val_PSNR: 36.3708
Val_SSIM: 0.956498

Epoch 774:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3933
Val_SSIM: 0.955203

Epoch 775:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3751
Val_SSIM: 0.954987

Epoch 776:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3049
Val_SSIM: 0.954979

Epoch 777:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3613
Val_SSIM: 0.956519

Epoch 778:
G_Loss: 0.013116
D_Loss: 2.000000
Val_PSNR: 36.3855
Val_SSIM: 0.954315

Epoch 779:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3451
Val_SSIM: 0.956798

Epoch 780:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3209
Val_SSIM: 0.954863

Epoch 781:
G_Loss: 0.013116
D_Loss: 2.000000
Val_PSNR: 36.3885
Val_SSIM: 0.956181

Epoch 782:
G_Loss: 0.013116
D_Loss: 2.000000
Val_PSNR: 36.3818
Val_SSIM: 0.955305

Epoch 783:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3244
Val_SSIM: 0.956995

Epoch 784:
G_Loss: 0.013120
D_Loss: 2.000000
Val_PSNR: 36.3811
Val_SSIM: 0.954510

Epoch 785:
G_Loss: 0.013118
D_Loss: 2.000000
Val_PSNR: 36.3875
Val_SSIM: 0.956534

Epoch 786:
G_Loss: 0.013116
D_Loss: 2.000000
Val_PSNR: 36.3184
Val_SSIM: 0.957621

Epoch 787:
G_Loss: 0.013118
D_Loss: 2.000000
Val_PSNR: 36.3645
Val_SSIM: 0.957508

Epoch 788:
G_Loss: 0.013117
D_Loss: 2.000000
Val_PSNR: 36.2897
Val_SSIM: 0.956644

Epoch 789:
G_Loss: 0.013119
D_Loss: 2.000000
Val_PSNR: 36.3607
Val_SSIM: 0.955500

Epoch 790:
G_Loss: 0.013117
D_Loss: 2.000000
Val_PSNR: 36.2926
Val_SSIM: 0.955972

Epoch 791:
G_Loss: 0.013116
D_Loss: 2.000000
Val_PSNR: 36.3314
Val_SSIM: 0.956397

Epoch 792:
G_Loss: 0.013115
D_Loss: 2.000000
Val_PSNR: 36.3381
Val_SSIM: 0.956978

Epoch 793:
G_Loss: 0.013117
D_Loss: 2.000000
Val_PSNR: 36.3565
Val_SSIM: 0.957011

Epoch 794:
G_Loss: 0.013115
D_Loss: 2.000000
Val_PSNR: 36.3741
Val_SSIM: 0.954445

Epoch 795:
G_Loss: 0.013115
D_Loss: 2.000000
Val_PSNR: 36.3881
Val_SSIM: 0.955283

Epoch 796:
G_Loss: 0.013116
D_Loss: 2.000000
Val_PSNR: 36.3695
Val_SSIM: 0.955243

Epoch 797:
G_Loss: 0.013116
D_Loss: 2.000000
Val_PSNR: 36.3586
Val_SSIM: 0.957745

Epoch 798:
G_Loss: 0.013113
D_Loss: 2.000000
Val_PSNR: 36.3543
Val_SSIM: 0.955866

Epoch 799:
G_Loss: 0.013115
D_Loss: 2.000000
Val_PSNR: 36.3876
Val_SSIM: 0.952575

Epoch 800:
G_Loss: 0.013115
D_Loss: 2.000000
Val_PSNR: 36.3758
Val_SSIM: 0.956144

Epoch 801:
G_Loss: 0.012026
D_Loss: 2.000000
Val_PSNR: 36.3629
Val_SSIM: 0.956106

Epoch 802:
G_Loss: 0.012022
D_Loss: 2.000000
Val_PSNR: 36.3439
Val_SSIM: 0.957403

Epoch 803:
G_Loss: 0.012023
D_Loss: 2.000000
Val_PSNR: 36.3644
Val_SSIM: 0.958215

Epoch 804:
G_Loss: 0.012024
D_Loss: 2.000000
Val_PSNR: 36.3661
Val_SSIM: 0.955103

Epoch 805:
G_Loss: 0.012023
D_Loss: 2.000000
Val_PSNR: 36.3846
Val_SSIM: 0.957278

Epoch 806:
G_Loss: 0.012024
D_Loss: 2.000000
Val_PSNR: 36.3605
Val_SSIM: 0.956923

Epoch 807:
G_Loss: 0.012021
D_Loss: 2.000000
Val_PSNR: 36.3916
Val_SSIM: 0.957114

Epoch 808:
G_Loss: 0.012022
D_Loss: 2.000000
Val_PSNR: 36.3175
Val_SSIM: 0.957070

Epoch 809:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3567
Val_SSIM: 0.958530

Epoch 810:
G_Loss: 0.012024
D_Loss: 2.000000
Val_PSNR: 36.3836
Val_SSIM: 0.953044

Epoch 811:
G_Loss: 0.012022
D_Loss: 2.000000
Val_PSNR: 36.3640
Val_SSIM: 0.957123

Epoch 812:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3368
Val_SSIM: 0.956774

Epoch 813:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3256
Val_SSIM: 0.956815

Epoch 814:
G_Loss: 0.012023
D_Loss: 2.000000
Val_PSNR: 36.3667
Val_SSIM: 0.954865

Epoch 815:
G_Loss: 0.012023
D_Loss: 2.000000
Val_PSNR: 36.3139
Val_SSIM: 0.957424

Epoch 816:
G_Loss: 0.012022
D_Loss: 2.000000
Val_PSNR: 36.3787
Val_SSIM: 0.955942

Epoch 817:
G_Loss: 0.012024
D_Loss: 2.000000
Val_PSNR: 36.3700
Val_SSIM: 0.954655

Epoch 818:
G_Loss: 0.012022
D_Loss: 2.000000
Val_PSNR: 36.3733
Val_SSIM: 0.957194

Epoch 819:
G_Loss: 0.012021
D_Loss: 2.000000
Val_PSNR: 36.3690
Val_SSIM: 0.956831

Epoch 820:
G_Loss: 0.012019
D_Loss: 2.000000
Val_PSNR: 36.3819
Val_SSIM: 0.956446

Epoch 821:
G_Loss: 0.012018
D_Loss: 2.000000
Val_PSNR: 36.3865
Val_SSIM: 0.956155

Epoch 822:
G_Loss: 0.012023
D_Loss: 2.000000
Val_PSNR: 36.3796
Val_SSIM: 0.956343

Epoch 823:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3773
Val_SSIM: 0.954792

Epoch 824:
G_Loss: 0.012021
D_Loss: 2.000000
Val_PSNR: 36.3763
Val_SSIM: 0.957795

Epoch 825:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3524
Val_SSIM: 0.956756

Epoch 826:
G_Loss: 0.012022
D_Loss: 2.000000
Val_PSNR: 36.3934
Val_SSIM: 0.955407

Epoch 827:
G_Loss: 0.012023
D_Loss: 2.000000
Val_PSNR: 36.3899
Val_SSIM: 0.955841

Epoch 828:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3481
Val_SSIM: 0.954312

Epoch 829:
G_Loss: 0.012022
D_Loss: 2.000000
Val_PSNR: 36.3442
Val_SSIM: 0.954969

Epoch 830:
G_Loss: 0.012021
D_Loss: 2.000000
Val_PSNR: 36.3634
Val_SSIM: 0.952876

Epoch 831:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3904
Val_SSIM: 0.955770

Epoch 832:
G_Loss: 0.012021
D_Loss: 2.000000
Val_PSNR: 36.3464
Val_SSIM: 0.956868

Epoch 833:
G_Loss: 0.012021
D_Loss: 2.000000
Val_PSNR: 36.3819
Val_SSIM: 0.956368

Epoch 834:
G_Loss: 0.012016
D_Loss: 2.000000
Val_PSNR: 36.3896
Val_SSIM: 0.953984

Epoch 835:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3700
Val_SSIM: 0.956700

Epoch 836:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3604
Val_SSIM: 0.953978

Epoch 837:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3360
Val_SSIM: 0.955550

Epoch 838:
G_Loss: 0.012019
D_Loss: 2.000000
Val_PSNR: 36.3927
Val_SSIM: 0.954733

Epoch 839:
G_Loss: 0.012019
D_Loss: 2.000000
Val_PSNR: 36.3883
Val_SSIM: 0.955057

Epoch 840:
G_Loss: 0.012022
D_Loss: 2.000000
Val_PSNR: 36.3334
Val_SSIM: 0.956740

Epoch 841:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3419
Val_SSIM: 0.956086

Epoch 842:
G_Loss: 0.012019
D_Loss: 2.000000
Val_PSNR: 36.3639
Val_SSIM: 0.957701

Epoch 843:
G_Loss: 0.012018
D_Loss: 2.000000
Val_PSNR: 36.3300
Val_SSIM: 0.955095

Epoch 844:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3532
Val_SSIM: 0.955507

Epoch 845:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3671
Val_SSIM: 0.955529

Epoch 846:
G_Loss: 0.012015
D_Loss: 2.000000
Val_PSNR: 36.3376
Val_SSIM: 0.956338

Epoch 847:
G_Loss: 0.012016
D_Loss: 2.000000
Val_PSNR: 36.3903
Val_SSIM: 0.955975

Epoch 848:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3846
Val_SSIM: 0.954697

Epoch 849:
G_Loss: 0.012019
D_Loss: 2.000000
Val_PSNR: 36.3879
Val_SSIM: 0.956249

Epoch 850:
G_Loss: 0.012016
D_Loss: 2.000000
Val_PSNR: 36.3925
Val_SSIM: 0.953452

Epoch 851:
G_Loss: 0.012018
D_Loss: 2.000000
Val_PSNR: 36.3670
Val_SSIM: 0.955617

Epoch 852:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3669
Val_SSIM: 0.956565

Epoch 853:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3625
Val_SSIM: 0.957477

Epoch 854:
G_Loss: 0.012020
D_Loss: 2.000000
Val_PSNR: 36.3924
Val_SSIM: 0.954969

Epoch 855:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3761
Val_SSIM: 0.956801

Epoch 856:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3950
Val_SSIM: 0.955382

Epoch 857:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3416
Val_SSIM: 0.957007

Epoch 858:
G_Loss: 0.012018
D_Loss: 2.000000
Val_PSNR: 36.3967
Val_SSIM: 0.956365

Epoch 859:
G_Loss: 0.012016
D_Loss: 2.000000
Val_PSNR: 36.3848
Val_SSIM: 0.956425

Epoch 860:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3910
Val_SSIM: 0.955451

Epoch 861:
G_Loss: 0.012015
D_Loss: 2.000000
Val_PSNR: 36.3485
Val_SSIM: 0.955308

Epoch 862:
G_Loss: 0.012015
D_Loss: 2.000000
Val_PSNR: 36.3454
Val_SSIM: 0.958096

Epoch 863:
G_Loss: 0.012015
D_Loss: 2.000000
Val_PSNR: 36.3760
Val_SSIM: 0.956977

Epoch 864:
G_Loss: 0.012017
D_Loss: 2.000000
Val_PSNR: 36.3518
Val_SSIM: 0.955565

Epoch 865:
G_Loss: 0.012013
D_Loss: 2.000000
Val_PSNR: 36.3825
Val_SSIM: 0.952627

Epoch 866:
G_Loss: 0.012015
D_Loss: 2.000000
Val_PSNR: 36.3287
Val_SSIM: 0.956258

Epoch 867:
G_Loss: 0.012016
D_Loss: 2.000000
Val_PSNR: 36.3797
Val_SSIM: 0.956675

Epoch 868:
G_Loss: 0.012013
D_Loss: 2.000000
Val_PSNR: 36.3787
Val_SSIM: 0.956925

Epoch 869:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.3593
Val_SSIM: 0.955856

Epoch 870:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.3575
Val_SSIM: 0.955186

Epoch 871:
G_Loss: 0.012016
D_Loss: 2.000000
Val_PSNR: 36.3713
Val_SSIM: 0.954260

Epoch 872:
G_Loss: 0.012015
D_Loss: 2.000000
Val_PSNR: 36.3806
Val_SSIM: 0.955041

Epoch 873:
G_Loss: 0.012016
D_Loss: 2.000000
Val_PSNR: 36.3945
Val_SSIM: 0.956167

Epoch 874:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.3220
Val_SSIM: 0.955823

Epoch 875:
G_Loss: 0.012013
D_Loss: 2.000000
Val_PSNR: 36.3873
Val_SSIM: 0.955610

Epoch 876:
G_Loss: 0.012013
D_Loss: 2.000000
Val_PSNR: 36.3679
Val_SSIM: 0.956124

Epoch 877:
G_Loss: 0.012015
D_Loss: 2.000000
Val_PSNR: 36.3227
Val_SSIM: 0.957650

Epoch 878:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.3827
Val_SSIM: 0.954839

Epoch 879:
G_Loss: 0.012016
D_Loss: 2.000000
Val_PSNR: 36.4006
Val_SSIM: 0.954129

Epoch 880:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.3426
Val_SSIM: 0.955102

Epoch 881:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.3569
Val_SSIM: 0.957696

Epoch 882:
G_Loss: 0.012015
D_Loss: 2.000000
Val_PSNR: 36.3548
Val_SSIM: 0.957310

Epoch 883:
G_Loss: 0.012012
D_Loss: 2.000000
Val_PSNR: 36.3492
Val_SSIM: 0.957219

Epoch 884:
G_Loss: 0.012013
D_Loss: 2.000000
Val_PSNR: 36.3566
Val_SSIM: 0.958611

Epoch 885:
G_Loss: 0.012013
D_Loss: 2.000000
Val_PSNR: 36.3349
Val_SSIM: 0.956892

Epoch 886:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.3160
Val_SSIM: 0.955414

Epoch 887:
G_Loss: 0.012012
D_Loss: 2.000000
Val_PSNR: 36.3959
Val_SSIM: 0.956095

Epoch 888:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.2896
Val_SSIM: 0.957198

Epoch 889:
G_Loss: 0.012013
D_Loss: 2.000000
Val_PSNR: 36.3722
Val_SSIM: 0.957202

Epoch 890:
G_Loss: 0.012013
D_Loss: 2.000000
Val_PSNR: 36.3908
Val_SSIM: 0.953708

Epoch 891:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.3785
Val_SSIM: 0.956609

Epoch 892:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.3750
Val_SSIM: 0.955164

Epoch 893:
G_Loss: 0.012013
D_Loss: 2.000000
Val_PSNR: 36.3589
Val_SSIM: 0.957335

Epoch 894:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.3486
Val_SSIM: 0.956520

Epoch 895:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.3921
Val_SSIM: 0.955890

Epoch 896:
G_Loss: 0.012015
D_Loss: 2.000000
Val_PSNR: 36.4104
Val_SSIM: 0.955389

Epoch 897:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.2857
Val_SSIM: 0.957546

Epoch 898:
G_Loss: 0.012010
D_Loss: 2.000000
Val_PSNR: 36.3999
Val_SSIM: 0.954754

Epoch 899:
G_Loss: 0.012014
D_Loss: 2.000000
Val_PSNR: 36.3941
Val_SSIM: 0.955880

Epoch 900:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.3761
Val_SSIM: 0.955556

Epoch 901:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.3885
Val_SSIM: 0.952961

Epoch 902:
G_Loss: 0.012009
D_Loss: 2.000000
Val_PSNR: 36.3344
Val_SSIM: 0.956003

Epoch 903:
G_Loss: 0.012010
D_Loss: 2.000000
Val_PSNR: 36.3736
Val_SSIM: 0.956912

Epoch 904:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.3490
Val_SSIM: 0.956870

Epoch 905:
G_Loss: 0.012012
D_Loss: 2.000000
Val_PSNR: 36.2972
Val_SSIM: 0.956084

Epoch 906:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.3376
Val_SSIM: 0.955956

Epoch 907:
G_Loss: 0.012009
D_Loss: 2.000000
Val_PSNR: 36.3616
Val_SSIM: 0.957244

Epoch 908:
G_Loss: 0.012009
D_Loss: 2.000000
Val_PSNR: 36.3854
Val_SSIM: 0.954427

Epoch 909:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.3630
Val_SSIM: 0.960018

Epoch 910:
G_Loss: 0.012011
D_Loss: 2.000000
Val_PSNR: 36.3678
Val_SSIM: 0.955762

Epoch 911:
G_Loss: 0.012010
D_Loss: 2.000000
Val_PSNR: 36.3479
Val_SSIM: 0.955942

Epoch 912:
G_Loss: 0.012009
D_Loss: 2.000000
Val_PSNR: 36.3878
Val_SSIM: 0.953858

Epoch 913:
G_Loss: 0.012009
D_Loss: 2.000000
Val_PSNR: 36.4142
Val_SSIM: 0.953924

Epoch 914:
G_Loss: 0.012010
D_Loss: 2.000000
Val_PSNR: 36.3868
Val_SSIM: 0.955730

Epoch 915:
G_Loss: 0.012012
D_Loss: 2.000000
Val_PSNR: 36.3471
Val_SSIM: 0.956796

Epoch 916:
G_Loss: 0.012009
D_Loss: 2.000000
Val_PSNR: 36.3608
Val_SSIM: 0.956611

Epoch 917:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.3126
Val_SSIM: 0.956859

Epoch 918:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.3761
Val_SSIM: 0.955932

Epoch 919:
G_Loss: 0.012008
D_Loss: 2.000000
Val_PSNR: 36.3813
Val_SSIM: 0.956291

Epoch 920:
G_Loss: 0.012007
D_Loss: 2.000000
Val_PSNR: 36.3737
Val_SSIM: 0.956134

Epoch 921:
